,file,speaker,label,file_index,audio_length
29562,29562.wav,Alec Guinness,spoof,29562,8.22
29563,29563.wav,Donald Trump,bona-fide,29563,4.45
29564,29564.wav,Kamala Harris,bona-fide,29564,6.11
29565,29565.wav,Alec Guinness,spoof,29565,9.37
29566,29566.wav,Alec Guinness,bona-fide,29566,3.28
29567,29567.wav,Martin Luther King,spoof,29567,2.81
29568,29568.wav,Bill Clinton,spoof,29568,2.97
29569,29569.wav,Alexandria Ocasio-Cortez,bona-fide,29569,13.14
29570,29570.wav,Donald Trump,bona-fide,29570,6.29
29571,29571.wav,Bill Clinton,bona-fide,29571,1.04
29572,29572.wav,Donald Trump,bona-fide,29572,1.96
29573,29573.wav,Donald Trump,bona-fide,29573,1.75
29574,29574.wav,Donald Trump,bona-fide,29574,6.72
29575,29575.wav,Ayn Rand,spoof,29575,6.1
29576,29576.wav,Bernie Sanders,bona-fide,29576,1.66
29577,29577.wav,Donald Trump,spoof,29577,3.77
29578,29578.wav,Christopher Hitchens,spoof,29578,5.24
29579,29579.wav,Dwight Eisenhower,bona-fide,29579,3.38
29580,29580.wav,Donald Trump,bona-fide,29580,1.82
29581,29581.wav,Alec Guinness,spoof,29581,3.73
29582,29582.wav,Ayn Rand,bona-fide,29582,3.4
29583,29583.wav,Arnold Schwarzenegger,bona-fide,29583,2.22
29584,29584.wav,Barack Obama,bona-fide,29584,3.69
29585,29585.wav,Alec Guinness,spoof,29585,5.25
29586,29586.wav,Queen Elizabeth II,spoof,29586,2.96
29587,29587.wav,Mark Zuckerberg,bona-fide,29587,0.71
29588,29588.wav,Bill Clinton,bona-fide,29588,4.47
29589,29589.wav,Winston Churchill,spoof,29589,2.62
29590,29590.wav,Boris Johnson,bona-fide,29590,8.36
29591,29591.wav,Donald Trump,bona-fide,29591,3.17
29592,29592.wav,Winston Churchill,bona-fide,29592,1.95
29593,29593.wav,Bill Clinton,bona-fide,29593,1.14
29594,29594.wav,Barack Obama,bona-fide,29594,4.69
29595,29595.wav,Barack Obama,bona-fide,29595,6.1
29596,29596.wav,Alec Guinness,bona-fide,29596,0.7
29597,29597.wav,Ronald Reagan,spoof,29597,1.76
29598,29598.wav,Martin Luther King,bona-fide,29598,2.16
29599,29599.wav,Christopher Hitchens,bona-fide,29599,5.17
29600,29600.wav,Bill Clinton,bona-fide,29600,2.07
29601,29601.wav,Ayn Rand,bona-fide,29601,1.31
29602,29602.wav,Donald Trump,bona-fide,29602,4.19
29603,29603.wav,Ronald Reagan,bona-fide,29603,3.97
29604,29604.wav,Bernie Sanders,bona-fide,29604,2.7
29605,29605.wav,Ayn Rand,bona-fide,29605,4.54
29606,29606.wav,Martin Luther King,spoof,29606,6.26
29607,29607.wav,John Cleese,bona-fide,29607,16.74
29608,29608.wav,Donald Trump,bona-fide,29608,2.25
29609,29609.wav,Donald Trump,bona-fide,29609,4.12
29610,29610.wav,Bill Clinton,spoof,29610,2.35
29611,29611.wav,Alec Guinness,spoof,29611,1.93
29612,29612.wav,Ayn Rand,spoof,29612,4.05
29613,29613.wav,Donald Trump,bona-fide,29613,2.34
29614,29614.wav,Alec Guinness,spoof,29614,1.25
29615,29615.wav,Christopher Hitchens,bona-fide,29615,5.03
29616,29616.wav,Nelson Mandela,bona-fide,29616,3.85
29617,29617.wav,Bernie Sanders,bona-fide,29617,7.11
29618,29618.wav,Alec Guinness,spoof,29618,2.41
29619,29619.wav,Norm MacDonald,spoof,29619,3.2
29620,29620.wav,Bernie Sanders,bona-fide,29620,3.42
29621,29621.wav,Ronald Reagan,spoof,29621,6.54
29622,29622.wav,JFK,spoof,29622,2.81
29623,29623.wav,Frank Sinatra,bona-fide,29623,2.3
29624,29624.wav,Barack Obama,bona-fide,29624,4.3
29625,29625.wav,Barack Obama,bona-fide,29625,5.2
29626,29626.wav,Barack Obama,spoof,29626,6.96
29627,29627.wav,Bernie Sanders,spoof,29627,13.58
29628,29628.wav,Ayn Rand,bona-fide,29628,3.1
29629,29629.wav,Dwight Eisenhower,bona-fide,29629,6.49
29630,29630.wav,2Pac,spoof,29630,2.25
29631,29631.wav,Donald Trump,bona-fide,29631,3.56
29632,29632.wav,Donald Trump,bona-fide,29632,1.24
29633,29633.wav,Barack Obama,bona-fide,29633,2.96
29634,29634.wav,2Pac,spoof,29634,5.37
29635,29635.wav,Barack Obama,bona-fide,29635,3.81
29636,29636.wav,FDR,spoof,29636,4.2
29637,29637.wav,Mark Zuckerberg,bona-fide,29637,8.04
29638,29638.wav,Bernie Sanders,bona-fide,29638,13.79
29639,29639.wav,Ayn Rand,spoof,29639,5.47
29640,29640.wav,Milton Friedman,bona-fide,29640,4.28
29641,29641.wav,Bill Burr,bona-fide,29641,14.25
29642,29642.wav,Martin Luther King,bona-fide,29642,1.54
29643,29643.wav,Bernie Sanders,spoof,29643,3.87
29644,29644.wav,Donald Trump,bona-fide,29644,2.23
29645,29645.wav,Alec Guinness,bona-fide,29645,1.18
29646,29646.wav,Ayn Rand,spoof,29646,2.13
29647,29647.wav,Barack Obama,bona-fide,29647,2.3
29648,29648.wav,Mark Zuckerberg,bona-fide,29648,8.54
29649,29649.wav,Mark Zuckerberg,bona-fide,29649,11.57
29650,29650.wav,Ronald Reagan,spoof,29650,5.37
29651,29651.wav,JFK,spoof,29651,0.86
29652,29652.wav,Alec Guinness,spoof,29652,2.02
29653,29653.wav,Christopher Hitchens,bona-fide,29653,2.69
29654,29654.wav,Bernie Sanders,spoof,29654,0.91
29655,29655.wav,Martin Luther King,spoof,29655,4.06
29656,29656.wav,Barack Obama,bona-fide,29656,4.75
29657,29657.wav,Alan Watts,spoof,29657,1.47
29658,29658.wav,Barack Obama,bona-fide,29658,3.61
29659,29659.wav,Ayn Rand,bona-fide,29659,1.3
29660,29660.wav,Alec Guinness,bona-fide,29660,5.72
29661,29661.wav,Barack Obama,bona-fide,29661,2.28
29662,29662.wav,Donald Trump,bona-fide,29662,1.6
29663,29663.wav,Donald Trump,bona-fide,29663,3.51
29664,29664.wav,FDR,bona-fide,29664,2.4
29665,29665.wav,Bernie Sanders,bona-fide,29665,6.99
29666,29666.wav,Mark Zuckerberg,bona-fide,29666,4.73
29667,29667.wav,Donald Trump,bona-fide,29667,1.39
29668,29668.wav,Ayn Rand,bona-fide,29668,1.7
29669,29669.wav,Bernie Sanders,bona-fide,29669,3.52
29670,29670.wav,Donald Trump,bona-fide,29670,1.83
29671,29671.wav,Donald Trump,bona-fide,29671,1.58
29672,29672.wav,Winston Churchill,bona-fide,29672,1.33
29673,29673.wav,George Carlin,bona-fide,29673,3.0
29674,29674.wav,Donald Trump,bona-fide,29674,6.8
29675,29675.wav,Barack Obama,bona-fide,29675,2.82
29676,29676.wav,Donald Trump,bona-fide,29676,2.01
29677,29677.wav,Milton Friedman,spoof,29677,1.81
29678,29678.wav,Barack Obama,bona-fide,29678,2.42
29679,29679.wav,Ayn Rand,bona-fide,29679,6.17
29680,29680.wav,Orson Welles,spoof,29680,6.96
29681,29681.wav,Bernie Sanders,bona-fide,29681,8.13
29682,29682.wav,Bernie Sanders,spoof,29682,9.58
29683,29683.wav,Alexandria Ocasio-Cortez,bona-fide,29683,1.64
29684,29684.wav,Lyndon Johnson,bona-fide,29684,4.44
29685,29685.wav,Donald Trump,bona-fide,29685,5.01
29686,29686.wav,Barack Obama,bona-fide,29686,3.7
29687,29687.wav,Ayn Rand,bona-fide,29687,3.86
29688,29688.wav,Bill Clinton,bona-fide,29688,3.38
29689,29689.wav,Ayn Rand,bona-fide,29689,5.93
29690,29690.wav,Louis Farrakhan,bona-fide,29690,1.96
29691,29691.wav,Gilbert Gottfried,spoof,29691,6.23
29692,29692.wav,Louis C.K.,spoof,29692,13.59
29693,29693.wav,Ayn Rand,bona-fide,29693,5.34
29694,29694.wav,Ayn Rand,bona-fide,29694,11.46
29695,29695.wav,Alec Guinness,bona-fide,29695,4.4
29696,29696.wav,Adam Driver,spoof,29696,3.79
29697,29697.wav,Bernie Sanders,bona-fide,29697,2.57
29698,29698.wav,George W. Bush,spoof,29698,2.25
29699,29699.wav,Donald Trump,bona-fide,29699,2.87
29700,29700.wav,Barack Obama,bona-fide,29700,1.86
29701,29701.wav,Alec Guinness,bona-fide,29701,4.28
29702,29702.wav,Christopher Hitchens,bona-fide,29702,4.89
29703,29703.wav,Donald Trump,bona-fide,29703,2.58
29704,29704.wav,Mark Zuckerberg,spoof,29704,2.74
29705,29705.wav,Alec Guinness,spoof,29705,2.86
29706,29706.wav,Bill Clinton,bona-fide,29706,3.32
29707,29707.wav,Martin Luther King,spoof,29707,3.89
29708,29708.wav,Ayn Rand,bona-fide,29708,7.73
29709,29709.wav,Ayn Rand,bona-fide,29709,4.12
29710,29710.wav,Mitch Hedberg,spoof,29710,2.52
29711,29711.wav,Barack Obama,spoof,29711,4.65
29712,29712.wav,Christopher Hitchens,spoof,29712,7.08
29713,29713.wav,Ronald Reagan,bona-fide,29713,2.16
29714,29714.wav,JFK,bona-fide,29714,2.27
29715,29715.wav,Ronald Reagan,bona-fide,29715,1.91
29716,29716.wav,Dwight Eisenhower,bona-fide,29716,1.62
29717,29717.wav,Bill Clinton,spoof,29717,4.36
29718,29718.wav,Alec Guinness,bona-fide,29718,1.94
29719,29719.wav,Barack Obama,bona-fide,29719,4.49
29720,29720.wav,Bernie Sanders,spoof,29720,13.68
29721,29721.wav,Winston Churchill,bona-fide,29721,2.68
29722,29722.wav,Ayn Rand,spoof,29722,5.89
29723,29723.wav,Ayn Rand,spoof,29723,2.31
29724,29724.wav,Bernie Sanders,spoof,29724,5.55
29725,29725.wav,Donald Trump,bona-fide,29725,2.28
29726,29726.wav,Bernie Sanders,spoof,29726,6.79
29727,29727.wav,Donald Trump,bona-fide,29727,16.36
29728,29728.wav,The Notorious B.I.G.,spoof,29728,2.96
29729,29729.wav,Bernie Sanders,bona-fide,29729,2.78
29730,29730.wav,Donald Trump,bona-fide,29730,7.83
29731,29731.wav,Alec Guinness,bona-fide,29731,0.93
29732,29732.wav,Christopher Hitchens,spoof,29732,2.58
29733,29733.wav,Christopher Hitchens,bona-fide,29733,7.03
29734,29734.wav,Donald Trump,bona-fide,29734,2.68
29735,29735.wav,Adam Driver,spoof,29735,1.11
29736,29736.wav,Winston Churchill,bona-fide,29736,1.62
29737,29737.wav,Ayn Rand,bona-fide,29737,6.11
29738,29738.wav,Alec Guinness,bona-fide,29738,2.69
29739,29739.wav,Donald Trump,bona-fide,29739,3.71
29740,29740.wav,Alexandria Ocasio-Cortez,bona-fide,29740,13.54
29741,29741.wav,Alec Guinness,spoof,29741,4.86
29742,29742.wav,FDR,bona-fide,29742,3.54
29743,29743.wav,Bill Clinton,spoof,29743,2.41
29744,29744.wav,Bill Clinton,bona-fide,29744,2.64
29745,29745.wav,Alec Guinness,bona-fide,29745,1.9
29746,29746.wav,Bill Clinton,spoof,29746,5.17
29747,29747.wav,Ronald Reagan,bona-fide,29747,2.73
29748,29748.wav,Alec Guinness,bona-fide,29748,2.23
29749,29749.wav,Donald Trump,bona-fide,29749,2.83
29750,29750.wav,Jeff Goldblum,bona-fide,29750,5.52
29751,29751.wav,Alec Guinness,spoof,29751,8.68
29752,29752.wav,Ronald Reagan,bona-fide,29752,4.64
29753,29753.wav,Ayn Rand,bona-fide,29753,3.29
29754,29754.wav,Scarlett Johansson,spoof,29754,8.29
29755,29755.wav,Donald Trump,bona-fide,29755,1.26
29756,29756.wav,Barack Obama,bona-fide,29756,2.39
29757,29757.wav,Ronald Reagan,spoof,29757,4.26
29758,29758.wav,Bernie Sanders,spoof,29758,6.59
29759,29759.wav,Ayn Rand,bona-fide,29759,3.57
29760,29760.wav,Queen Elizabeth II,spoof,29760,5.8
29761,29761.wav,Bernie Sanders,spoof,29761,1.71
29762,29762.wav,Barack Obama,bona-fide,29762,4.36
29763,29763.wav,Ayn Rand,bona-fide,29763,1.74
29764,29764.wav,Bill Clinton,spoof,29764,3.67
29765,29765.wav,Donald Trump,bona-fide,29765,5.65
29766,29766.wav,FDR,bona-fide,29766,2.41
29767,29767.wav,FDR,bona-fide,29767,2.48
29768,29768.wav,Christopher Hitchens,spoof,29768,4.37
29769,29769.wav,Boris Johnson,spoof,29769,13.2
29770,29770.wav,Barack Obama,bona-fide,29770,2.45
29771,29771.wav,Alec Guinness,spoof,29771,3.92
29772,29772.wav,Ayn Rand,bona-fide,29772,1.47
29773,29773.wav,Alan Watts,spoof,29773,1.68
29774,29774.wav,Ayn Rand,bona-fide,29774,1.87
29775,29775.wav,Alec Guinness,spoof,29775,1.94
29776,29776.wav,Nelson Mandela,spoof,29776,3.23
29777,29777.wav,Barack Obama,bona-fide,29777,9.9
29778,29778.wav,Ayn Rand,bona-fide,29778,1.44
29779,29779.wav,Alec Guinness,spoof,29779,7.11
29780,29780.wav,Donald Trump,spoof,29780,2.92
29781,29781.wav,Arnold Schwarzenegger,spoof,29781,7.68
29782,29782.wav,Donald Trump,bona-fide,29782,11.75
29783,29783.wav,Alec Guinness,bona-fide,29783,1.23
29784,29784.wav,Dwight Eisenhower,spoof,29784,4.49
29785,29785.wav,Jeff Goldblum,spoof,29785,17.55
29786,29786.wav,Donald Trump,bona-fide,29786,13.07
29787,29787.wav,Louis Farrakhan,bona-fide,29787,1.88
29788,29788.wav,Martin Luther King,bona-fide,29788,2.16
29789,29789.wav,Alec Guinness,bona-fide,29789,2.7
29790,29790.wav,Robert Kardashian,spoof,29790,2.03
29791,29791.wav,Ayn Rand,bona-fide,29791,3.0
29792,29792.wav,Bernie Sanders,spoof,29792,3.77
29793,29793.wav,Donald Trump,bona-fide,29793,1.5
29794,29794.wav,Mark Zuckerberg,bona-fide,29794,8.3
29795,29795.wav,Ronald Reagan,spoof,29795,8.14
29796,29796.wav,The Notorious B.I.G.,spoof,29796,8.39
29797,29797.wav,Ayn Rand,bona-fide,29797,4.69
29798,29798.wav,Alec Guinness,spoof,29798,3.35
29799,29799.wav,Bill Clinton,bona-fide,29799,2.51
29800,29800.wav,Ayn Rand,bona-fide,29800,2.34
29801,29801.wav,Christopher Hitchens,spoof,29801,12.27
29802,29802.wav,Bernie Sanders,spoof,29802,6.64
29803,29803.wav,Bernie Sanders,bona-fide,29803,4.16
29804,29804.wav,Alec Guinness,bona-fide,29804,1.15
29805,29805.wav,Bernie Sanders,bona-fide,29805,5.2
29806,29806.wav,Bill Clinton,spoof,29806,1.92
29807,29807.wav,Christopher Hitchens,spoof,29807,1.11
29808,29808.wav,Adam Driver,bona-fide,29808,6.55
29809,29809.wav,Ayn Rand,spoof,29809,5.12
29810,29810.wav,Donald Trump,bona-fide,29810,3.0
29811,29811.wav,Bill Clinton,bona-fide,29811,2.34
29812,29812.wav,Milton Friedman,spoof,29812,7.15
29813,29813.wav,Christopher Hitchens,spoof,29813,3.97
29814,29814.wav,Alec Guinness,spoof,29814,6.46
29815,29815.wav,Robert Kardashian,spoof,29815,0.86
29816,29816.wav,George W. Bush,bona-fide,29816,4.36
29817,29817.wav,Queen Elizabeth II,spoof,29817,3.49
29818,29818.wav,Ayn Rand,bona-fide,29818,1.52
29819,29819.wav,Bernie Sanders,bona-fide,29819,4.76
29820,29820.wav,Ronald Reagan,spoof,29820,2.07
29821,29821.wav,Donald Trump,bona-fide,29821,5.47
29822,29822.wav,JFK,spoof,29822,1.89
29823,29823.wav,Barack Obama,bona-fide,29823,4.82
29824,29824.wav,Bernie Sanders,bona-fide,29824,4.25
29825,29825.wav,Bernie Sanders,bona-fide,29825,9.87
29826,29826.wav,Bernie Sanders,bona-fide,29826,1.96
29827,29827.wav,Bernie Sanders,spoof,29827,1.8
29828,29828.wav,Orson Welles,spoof,29828,4.54
29829,29829.wav,Donald Trump,bona-fide,29829,5.67
29830,29830.wav,Christopher Hitchens,bona-fide,29830,1.18
29831,29831.wav,Barack Obama,bona-fide,29831,3.51
29832,29832.wav,Christopher Hitchens,bona-fide,29832,7.32
29833,29833.wav,Orson Welles,bona-fide,29833,1.91
29834,29834.wav,Barack Obama,bona-fide,29834,1.6
29835,29835.wav,Adam Driver,spoof,29835,2.73
29836,29836.wav,Bill Clinton,bona-fide,29836,3.01
29837,29837.wav,Dave Chappelle,bona-fide,29837,1.72
29838,29838.wav,Christopher Hitchens,spoof,29838,7.24
29839,29839.wav,Alec Guinness,bona-fide,29839,2.99
29840,29840.wav,Christopher Hitchens,bona-fide,29840,4.16
29841,29841.wav,Ayn Rand,spoof,29841,2.71
29842,29842.wav,Alec Guinness,bona-fide,29842,15.98
29843,29843.wav,Alec Guinness,bona-fide,29843,0.71
29844,29844.wav,George Carlin,bona-fide,29844,7.62
29845,29845.wav,Barack Obama,bona-fide,29845,2.43
29846,29846.wav,Bernie Sanders,bona-fide,29846,4.37
29847,29847.wav,Queen Elizabeth II,bona-fide,29847,3.13
29848,29848.wav,Martin Luther King,bona-fide,29848,0.72
29849,29849.wav,Bill Clinton,bona-fide,29849,3.34
29850,29850.wav,Queen Elizabeth II,bona-fide,29850,7.11
29851,29851.wav,Queen Elizabeth II,bona-fide,29851,4.98
29852,29852.wav,Bernie Sanders,bona-fide,29852,4.94
29853,29853.wav,Robert Kardashian,bona-fide,29853,2.76
29854,29854.wav,Tucker Carlson,bona-fide,29854,2.86
29855,29855.wav,Alec Guinness,bona-fide,29855,3.32
29856,29856.wav,Christopher Hitchens,bona-fide,29856,1.63
29857,29857.wav,Bill Clinton,bona-fide,29857,1.54
29858,29858.wav,Ayn Rand,spoof,29858,6.87
29859,29859.wav,Donald Trump,bona-fide,29859,5.83
29860,29860.wav,Donald Trump,bona-fide,29860,2.17
29861,29861.wav,Nelson Mandela,spoof,29861,1.82
29862,29862.wav,Donald Trump,bona-fide,29862,2.28
29863,29863.wav,Nelson Mandela,spoof,29863,15.47
29864,29864.wav,Christopher Hitchens,bona-fide,29864,4.5
29865,29865.wav,FDR,bona-fide,29865,2.55
29866,29866.wav,Barack Obama,bona-fide,29866,1.91
29867,29867.wav,Barack Obama,bona-fide,29867,1.95
29868,29868.wav,Christopher Hitchens,bona-fide,29868,1.75
29869,29869.wav,Barack Obama,bona-fide,29869,1.24
29870,29870.wav,Barack Obama,bona-fide,29870,8.18
29871,29871.wav,Barack Obama,bona-fide,29871,7.0
29872,29872.wav,Bill Burr,bona-fide,29872,1.51
29873,29873.wav,Bernie Sanders,spoof,29873,4.72
29874,29874.wav,FDR,spoof,29874,4.47
29875,29875.wav,Barack Obama,bona-fide,29875,1.66
29876,29876.wav,Bernie Sanders,spoof,29876,3.58
29877,29877.wav,Bill Burr,bona-fide,29877,1.57
29878,29878.wav,Milton Friedman,spoof,29878,6.48
29879,29879.wav,FDR,spoof,29879,3.66
29880,29880.wav,Christopher Hitchens,bona-fide,29880,2.49
29881,29881.wav,FDR,spoof,29881,4.16
29882,29882.wav,Barack Obama,bona-fide,29882,2.77
29883,29883.wav,Ayn Rand,bona-fide,29883,3.88
29884,29884.wav,Ronald Reagan,spoof,29884,7.12
29885,29885.wav,Milton Friedman,spoof,29885,8.38
29886,29886.wav,Ayn Rand,bona-fide,29886,1.51
29887,29887.wav,Donald Trump,bona-fide,29887,1.59
29888,29888.wav,Christopher Hitchens,spoof,29888,5.8
29889,29889.wav,Nick Offerman,bona-fide,29889,1.88
29890,29890.wav,Barack Obama,bona-fide,29890,4.82
29891,29891.wav,Donald Trump,bona-fide,29891,2.21
29892,29892.wav,Alec Guinness,spoof,29892,13.21
29893,29893.wav,Barack Obama,bona-fide,29893,3.46
29894,29894.wav,William F. Buckley,spoof,29894,19.14
29895,29895.wav,Jerry Seinfeld,spoof,29895,3.93
29896,29896.wav,Alec Guinness,bona-fide,29896,1.43
29897,29897.wav,Bob Ross,spoof,29897,3.36
29898,29898.wav,Tucker Carlson,spoof,29898,8.33
29899,29899.wav,Barack Obama,bona-fide,29899,13.0
29900,29900.wav,Orson Welles,bona-fide,29900,16.67
29901,29901.wav,Ronald Reagan,spoof,29901,4.0
29902,29902.wav,Barack Obama,bona-fide,29902,3.11
29903,29903.wav,Barack Obama,bona-fide,29903,8.2
29904,29904.wav,Ayn Rand,bona-fide,29904,3.43
29905,29905.wav,Kanye West,bona-fide,29905,1.81
29906,29906.wav,Bernie Sanders,spoof,29906,4.68
29907,29907.wav,Louis Farrakhan,bona-fide,29907,3.1
29908,29908.wav,Barack Obama,bona-fide,29908,5.66
29909,29909.wav,Barack Obama,bona-fide,29909,3.3
29910,29910.wav,Bernie Sanders,bona-fide,29910,4.52
29911,29911.wav,George W. Bush,bona-fide,29911,1.55
29912,29912.wav,Alan Watts,bona-fide,29912,11.48
29913,29913.wav,Ayn Rand,spoof,29913,5.28
29914,29914.wav,Milton Friedman,bona-fide,29914,4.49
29915,29915.wav,Bill Clinton,spoof,29915,5.66
29916,29916.wav,Ayn Rand,spoof,29916,3.46
29917,29917.wav,Barack Obama,bona-fide,29917,4.51
29918,29918.wav,Donald Trump,bona-fide,29918,2.11
29919,29919.wav,Alan Watts,spoof,29919,1.47
29920,29920.wav,Donald Trump,bona-fide,29920,14.52
29921,29921.wav,Bernie Sanders,spoof,29921,9.19
29922,29922.wav,Bernie Sanders,bona-fide,29922,3.91
29923,29923.wav,Bernie Sanders,bona-fide,29923,7.48
29924,29924.wav,Donald Trump,bona-fide,29924,5.15
29925,29925.wav,Barack Obama,bona-fide,29925,4.19
29926,29926.wav,Ayn Rand,spoof,29926,4.77
29927,29927.wav,William F. Buckley,spoof,29927,0.92
29928,29928.wav,Ayn Rand,bona-fide,29928,5.13
29929,29929.wav,Nick Offerman,bona-fide,29929,2.37
29930,29930.wav,Richard Nixon,spoof,29930,2.06
29931,29931.wav,Alexandria Ocasio-Cortez,bona-fide,29931,4.68
29932,29932.wav,Bernie Sanders,spoof,29932,2.41
29933,29933.wav,Ayn Rand,spoof,29933,1.64
29934,29934.wav,Ronald Reagan,spoof,29934,6.54
29935,29935.wav,Bill Clinton,bona-fide,29935,3.17
29936,29936.wav,Christopher Hitchens,bona-fide,29936,1.04
29937,29937.wav,Donald Trump,bona-fide,29937,2.43
29938,29938.wav,Ronald Reagan,bona-fide,29938,4.75
29939,29939.wav,Alec Guinness,bona-fide,29939,5.88
29940,29940.wav,Ayn Rand,bona-fide,29940,6.83
29941,29941.wav,Malcolm X,bona-fide,29941,0.77
29942,29942.wav,Bernie Sanders,bona-fide,29942,2.54
29943,29943.wav,Ayn Rand,bona-fide,29943,3.06
29944,29944.wav,JFK,bona-fide,29944,2.7
29945,29945.wav,Ronald Reagan,bona-fide,29945,2.74
29946,29946.wav,Barack Obama,bona-fide,29946,3.89
29947,29947.wav,Barack Obama,bona-fide,29947,1.79
29948,29948.wav,Alec Guinness,spoof,29948,3.5
29949,29949.wav,Winston Churchill,spoof,29949,1.86
29950,29950.wav,Christopher Hitchens,bona-fide,29950,1.28
29951,29951.wav,Barack Obama,bona-fide,29951,5.13
29952,29952.wav,Ronald Reagan,bona-fide,29952,1.44
29953,29953.wav,Donald Trump,bona-fide,29953,2.53
29954,29954.wav,Winston Churchill,bona-fide,29954,2.34
29955,29955.wav,Ayn Rand,spoof,29955,10.8
29956,29956.wav,Donald Trump,bona-fide,29956,4.94
29957,29957.wav,Bill Clinton,spoof,29957,6.24
29958,29958.wav,Barack Obama,bona-fide,29958,2.56
29959,29959.wav,Barack Obama,bona-fide,29959,5.04
29960,29960.wav,Tucker Carlson,spoof,29960,2.26
29961,29961.wav,Orson Welles,spoof,29961,4.15
29962,29962.wav,Donald Trump,spoof,29962,3.83
29963,29963.wav,Bill Clinton,spoof,29963,3.19
29964,29964.wav,Bernie Sanders,spoof,29964,2.37
29965,29965.wav,Barack Obama,bona-fide,29965,8.35
29966,29966.wav,Milton Friedman,bona-fide,29966,3.09
29967,29967.wav,Ayn Rand,bona-fide,29967,2.58
29968,29968.wav,Louis Farrakhan,bona-fide,29968,4.59
29969,29969.wav,Barack Obama,bona-fide,29969,1.78
29970,29970.wav,Barack Obama,bona-fide,29970,2.59
29971,29971.wav,JFK,spoof,29971,3.2
29972,29972.wav,Malcolm X,bona-fide,29972,4.73
29973,29973.wav,Bill Clinton,bona-fide,29973,7.94
29974,29974.wav,Donald Trump,bona-fide,29974,2.67
29975,29975.wav,Louis C.K.,bona-fide,29975,10.68
29976,29976.wav,Christopher Hitchens,bona-fide,29976,4.28
29977,29977.wav,Ayn Rand,bona-fide,29977,1.18
29978,29978.wav,Donald Trump,bona-fide,29978,2.55
29979,29979.wav,Mark Zuckerberg,bona-fide,29979,3.06
29980,29980.wav,Ronald Reagan,spoof,29980,2.67
29981,29981.wav,Ronald Reagan,spoof,29981,5.25
29982,29982.wav,Bernie Sanders,spoof,29982,6.46
29983,29983.wav,Bernie Sanders,bona-fide,29983,8.69
29984,29984.wav,Norm MacDonald,spoof,29984,10.56
29985,29985.wav,Donald Trump,bona-fide,29985,3.04
29986,29986.wav,Bernie Sanders,bona-fide,29986,1.75
29987,29987.wav,George Carlin,spoof,29987,3.45
29988,29988.wav,Alec Guinness,spoof,29988,5.77
29989,29989.wav,Bill Clinton,bona-fide,29989,4.94
29990,29990.wav,Donald Trump,bona-fide,29990,1.79
29991,29991.wav,Winston Churchill,bona-fide,29991,2.73
29992,29992.wav,Martin Luther King,bona-fide,29992,12.99
29993,29993.wav,Bob Ross,bona-fide,29993,7.1
29994,29994.wav,Christopher Hitchens,spoof,29994,7.84
29995,29995.wav,Jeff Goldblum,bona-fide,29995,2.52
29996,29996.wav,Lyndon Johnson,bona-fide,29996,9.32
29997,29997.wav,Barack Obama,bona-fide,29997,3.36
29998,29998.wav,Alec Guinness,bona-fide,29998,7.99
29999,29999.wav,Donald Trump,bona-fide,29999,3.19
30000,30000.wav,Winston Churchill,spoof,30000,3.56
30001,30001.wav,George Carlin,spoof,30001,13.9
30002,30002.wav,Donald Trump,bona-fide,30002,1.59
30003,30003.wav,Milton Friedman,bona-fide,30003,2.81
30004,30004.wav,Bernie Sanders,spoof,30004,2.47
30005,30005.wav,Bill Burr,bona-fide,30005,3.75
30006,30006.wav,Adam Driver,spoof,30006,3.86
30007,30007.wav,Ronald Reagan,spoof,30007,1.74
30008,30008.wav,Ronald Reagan,spoof,30008,2.34
30009,30009.wav,Christopher Hitchens,spoof,30009,5.06
30010,30010.wav,Orson Welles,spoof,30010,2.69
30011,30011.wav,Ayn Rand,bona-fide,30011,6.01
30012,30012.wav,Bernie Sanders,spoof,30012,3.82
30013,30013.wav,Winston Churchill,bona-fide,30013,0.8
30014,30014.wav,Ronald Reagan,spoof,30014,6.01
30015,30015.wav,FDR,bona-fide,30015,2.06
30016,30016.wav,FDR,bona-fide,30016,4.08
30017,30017.wav,Louis Farrakhan,bona-fide,30017,14.79
30018,30018.wav,Barack Obama,bona-fide,30018,2.17
30019,30019.wav,Donald Trump,bona-fide,30019,4.99
30020,30020.wav,Ronald Reagan,bona-fide,30020,6.18
30021,30021.wav,Barack Obama,bona-fide,30021,10.2
30022,30022.wav,Donald Trump,bona-fide,30022,3.4
30023,30023.wav,Bernie Sanders,bona-fide,30023,2.47
30024,30024.wav,Bill Burr,bona-fide,30024,4.74
30025,30025.wav,Winston Churchill,spoof,30025,1.57
30026,30026.wav,Bernie Sanders,bona-fide,30026,3.62
30027,30027.wav,Christopher Hitchens,bona-fide,30027,3.04
30028,30028.wav,Ayn Rand,bona-fide,30028,2.77
30029,30029.wav,Barack Obama,bona-fide,30029,2.54
30030,30030.wav,Donald Trump,bona-fide,30030,3.44
30031,30031.wav,Dwight Eisenhower,bona-fide,30031,6.94
30032,30032.wav,Donald Trump,bona-fide,30032,4.56
30033,30033.wav,Bill Clinton,spoof,30033,4.99
30034,30034.wav,Nelson Mandela,spoof,30034,2.99
30035,30035.wav,Bill Clinton,bona-fide,30035,1.51
30036,30036.wav,Dave Chappelle,bona-fide,30036,3.44
